1/5/2018  - 2:08:43 PM --- New session.....................................................
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:09 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:10 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:11 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:12 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:13 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:14 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:19 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:19 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:20 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:20 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:20 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:20 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:07:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:07:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:07:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
